name,type
.devcontainer,dir
.docker,dir
.editorconfig,file
.gitattributes,file
.github,dir
.github.csproj,file
.gitignore,file
3.0.503,dir
APITypes,dir
AbortOnConnectFailTests.cs,file
AdhocTests.cs,file
Aggregate.cs,file
AggressiveTests.cs,file
App.config,file
AssemblyInfoHack.cs,file
AsyncTests.cs,file
Attributes.cs,file
AzureMaintenanceEvent.cs,file
AzureMaintenanceEventTests.cs,file
AzureNotificationType.cs,file
AzureOptionsProvider.cs,file
BacklogPolicy.cs,file
BacklogTests.cs,file
Basic,dir
BasicOpTests.cs,file
BasicTest,dir
BasicTest.csproj,file
BasicTestBaseline,dir
BasicTestBaseline.csproj,file
Basics.md,file
BatchTests.cs,file
BgSaveResponseTests.cs,file
BitTests.cs,file
Bitwise.cs,file
BoxUnboxTests.cs,file
BufferReader.cs,file
Build.csproj,file
CI.yml,file
CertValidationTests.cs,file
Certificates,dir
Certs,dir
ChannelMessageQueue.cs,file
ChannelTests.cs,file
ClientFlags.cs,file
ClientInfo.cs,file
ClientKillFilter.cs,file
ClientKillTests.cs,file
ClientType.cs,file
Cluster,dir
ClusterConfiguration.cs,file
ClusterTests.cs,file
CommandBytes.cs,file
CommandFlags.cs,file
CommandMap.cs,file
CommandStatus.cs,file
CommandTests.cs,file
CommandTimeoutTests.cs,file
CommandTrace.cs,file
CompletedDefaultTask.cs,file
Condition.cs,file
ConfigTests.cs,file
Configuration,dir
Configuration.md,file
ConfigurationOptions.cs,file
ConnectByIPTests.cs,file
ConnectCustomConfigTests.cs,file
ConnectFailTimeoutTests.cs,file
ConnectToUnexistingHostTests.cs,file
ConnectingFailDetectionTests.cs,file
ConnectionCounters.cs,file
ConnectionFailedErrorsTests.cs,file
ConnectionFailedEventArgs.cs,file
ConnectionFailureType.cs,file
ConnectionMultiplexer.Compat.cs,file
ConnectionMultiplexer.Debug.cs,file
ConnectionMultiplexer.Events.cs,file
ConnectionMultiplexer.ExportConfiguration.cs,file
ConnectionMultiplexer.FeatureFlags.cs,file
ConnectionMultiplexer.LibraryName.cs,file
ConnectionMultiplexer.Profiling.cs,file
ConnectionMultiplexer.ReaderWriter.cs,file
ConnectionMultiplexer.Sentinel.cs,file
ConnectionMultiplexer.StormLog.cs,file
ConnectionMultiplexer.Threading.cs,file
ConnectionMultiplexer.Verbose.cs,file
ConnectionMultiplexer.cs,file
ConnectionReconnectRetryPolicyTests.cs,file
ConnectionShutdownTests.cs,file
ConnectionType.cs,file
ConsoleTest,dir
ConsoleTest.csproj,file
ConsoleTestBaseline,dir
ConsoleTestBaseline.csproj,file
ConstraintsTests.cs,file
CopyTests.cs,file
CursorEnumerable.cs,file
DatabaseExtension.cs,file
DatabaseTests.cs,file
DebuggingAids.cs,file
DefaultDatabaseTests.cs,file
DefaultOptionsProvider.cs,file
DefaultOptionsTests.cs,file
DefaultPortsTests.cs,file
DeprecatedTests.cs,file
Directory.Build.props,file
Directory.Build.targets,file
Directory.Packages.props,file
Dockerfile,file
EndPointCollection.cs,file
EndPointEventArgs.cs,file
Enums,dir
Envoy,dir
EnvoyTests.cs,file
